"ManufacturerName","Assignment"
"TERMA ELEKTRONIK AS","0020B4"
"Kentrox, LLC","00205B"
"ANALOG & DIGITAL SYSTEMS","002030"
"SAST TECHNOLOGY CORP.","0020A8"
"GENERAL MAGIC, INC.","002066"
"BMC SOFTWARE","002036"
"BOEING DEFENSE & SPACE","0040BE"
"Zoom Telephonics, Inc","004036"
"UDC RESEARCH LIMITED","004046"
"KENTEK INFORMATION SYSTEMS,INC","00406A"
"JANICH & KLASS COMPUTERTECHNIK","0040F2"
"LABORATORY EQUIPMENT CORP.","004082"
"KLEVER COMPUTERS, INC.","004022"
"KINGSTAR TECHNOLOGY INC.","0040A2"
"NEXTCOM K.K.","0040B4"
"GAGE TALKER CORP.","0040D4"
"TALENT ELECTRIC INCORPORATED","004038"
"ADOBE SYSTEMS, INC.","004018"
"BYTEX CORPORATION, ENGINEERING","0040B0"
"RING ACCESS, INC.","004040"
"Fantum Engineering","0080D7"
"EMK Elektronik GmbH & Co. KG","0080D9"
"ERI (EMPAC RESEARCH INC.)","00806A"
"SYNERJET INTERNATIONAL CORP.","00403B"
"ROLAND DG CORPORATION","0040AB"
"Sartorius Mechatronics T&H GmbH ","0040D5"
"SMC MASSACHUSETTS, INC.","004027"
"TRANSWARE","00409C"
"FUTURE SYSTEMS, INC.","00405C"
"Alloy Computer Products (Australia) Pty Ltd","00008C"
"PCI COMPONENTES DA AMZONIA LTD","004000"
"MICOM COMMUNICATIONS INC.","0040C5"
"LOGIC CORPORATION","004023"
"ROSE ELECTRONICS","0040A4"
"SMD INFORMATICA S.A.","004048"
"MOLECULAR DYNAMICS","004025"
"SONIC SYSTEMS, INC.","004010"
"FIRST INTERNAT'L COMPUTER, INC","0040CA"
"IRONICS, INCORPORATED","004050"
"TRIGEM COMPUTER, INC.","00402B"
"PERFORMANCE TECHNOLOGIES, INC.","00C08C"
"GERLOFF GESELLSCHAFT FUR","00C02B"
"SEEL LTD.","00C0A7"
"ParTech Inc.","0040B3"
"EXTENSION TECHNOLOGY CORP.","00407D"
"JUKO MANUFACTURE COMPANY, LTD.","004079"
"AMERICAN MEGATRENDS INC.","0040D9"
"ANDOVER CONTROLS CORPORATION","004011"
"BIZERBA-WERKE WILHEIM KRAUT","0040C1"
"OSI PLUS CORPORATION","00C06B"
"ZAHNER-ELEKTRIK GMBH & CO. KG","00C06A"
"ARCHIPEL SA","00C097"
"KNX LTD.","00C072"
"DAUPHIN TECHNOLOGY","00C0EC"
"DOCUPOINT, INC.","00C066"
"JASCO CORPORATION","00C028"
"EOS TECHNOLOGIES, INC.","00C0DC"
"FUJI PHOTO FILM CO., LTD.","00C02D"
"INEX TECHNOLOGIES, INC.","00C0BD"
"NETWORK PERIPHERALS, LTD.","00C054"
"Werbeagentur J?rgen Siebert","00C0D5"
"EMCOM CORPORATION","00C044"
"TOYO DENKI SEIZO K.K.","00C050"
"TPS TELEPROCESSING SYS. GMBH","00408A"
"LXE","0040FD"
"Teradata Corporation","00403D"
"ATOMWIDE LTD.","0040E0"
"AXIS COMMUNICATIONS AB","00408C ACCC8E"
"EXTENDED SYSTEMS","004068"
"ALLIANT COMPUTER SYSTEMS CORP.","0040BA"
"LEMCOM SYSTEMS, INC.","004069"
"SYSTEMHAUS DISCOM","0040F8"
"MAXTON TECHNOLOGY CORPORATION","004077"
"ARNOS INSTRUMENTS & COMPUTER","0040E7"
"SUPER WORKSTATION, INC.","0040AC"
"GAMBIT COMPUTER COMMUNICATIONS","00C0AC"
"CENTRUM COMMUNICATIONS, INC.","00C02C"
"US ARMY ELECTRONIC","00C0ED"
"COMTREE TECHNOLOGY CORPORATION","00C0D1"
"SYNTELLECT, INC.","00C0D2"
"ADVANCED TECHNOLOGY LABS","00C0FB"
"MENNEN MEDICAL INC.","00C092"
"SVEC COMPUTER CORP.","00C06C"
"NETWIZ","00C02E"
"NETWORKS NORTHWEST, INC.","00C05B"
"TECHNOLOGY CONCEPTS, LTD.","00C0BF"
"ELSAG BAILEY PROCESS","00C0C9"
"Commscraft Ltd.","00809D"
"PFU LIMITED","008017"
"MIZAR, INC.","0080F8"
"KALPANA, INC.","008024"
"FISHER CONTROLS","008074"
"Alcatel Canada Inc.","008021"
"COMMISSARIAT A L`ENERGIE ATOM.","000055"
"MEGAHERTZ CORPORATION","000086"
"COGENT DATA TECHNOLOGIES","000092"
"YAMATECH SCIENTIFIC LTD.","008068"
"RAYCOM SYSTEMS INC","0080F2"
"SOFT * RITE, INC.","000067"
"ACCTON TECHNOLOGY CORP.","0000E8"
"TELEVIDEO SYSTEMS, INC.","0000B2"
"NETWORK DESIGNERS, LTD.","0000EE"
"CAYMAN SYSTEMS INC.","000089"
"SUREMAN COMP. & COMMUN. CORP.","000021"
"ACORN COMPUTERS LIMITED","0000A4"
"WEBSTER COMPUTER CORPORATION","000018"
"EMS Aviation, Inc.","008033"
"TECHNICALLY ELITE CONCEPTS","008052"
"DAIKIN INDUSTRIES, LTD.","00804F"
"CENTURY SYSTEMS CORP.","00806D"
"XYLOGICS INC","00802D"
"COMPEX INCORPORATED","008048"
"H-THREE SYSTEMS CORPORATION","008085"
"ESPRIT SYSTEMS","008014"
"SOPHIA SYSTEMS","0080B4"
"DY-4 INCORPORATED","00807F"
"IN2 GROUPE INTERTECHNIQUE","0000E4"
"NETWORTH INCORPORATED","000079"
"TACHIBANA TECTRON CO., LTD.","004009"
"CONCURRENT TECHNOLOGIES  LTD.","00409E"
"DIGITAL SYSTEMS INT'L. INC.","008011"
"SYSTECH COMPUTER CORP.","008044"
"SUMMIT MICROSYSTEMS CORP.","00808A"
"CORAL NETWORK CORPORATION","0080E3"
"MICROPLEX SYSTEMS LTD.","008072"
"FRONTIER TECHNOLOGIES CORP.","008054"
"HUGHES NETWORK SYSTEMS","0080AE"
"ALLUMER CO., LTD.","0080AF"
"SUPERCOMPUTING SOLUTIONS, INC.","0080EC"
"LIBERTY ELECTRONICS","0080A4"
"DWB ASSOCIATES","008073"
"INTEGRATED MARKETING CO","00802B"
"ARIES RESEARCH","0080BE"
"ADAPTIVE SYSTEMS, INC.","008027"
"T.D.I. CO., LTD.","0080E2"
"OPTIMEM","0040EE"
"NORTH HILLS ISRAEL","00405E"
"KOKUSAI ELECTRIC CO., LTD","004031"
"GENERAL MICRO SYSTEMS, INC.","00400C"
"C.A.E.N.","0040E6"
"IBR COMPUTER TECHNIK GMBH","0040FC"
"Zero One Technology Co. Ltd.","004001"
"PERLE SYSTEMS LIMITED","004002"
"GRAPHON CORPORATION","0080DB"
"SOFTCOM A/S","0080B1"
"NETWORK PERIPHERALS INC.","0080D8"
"DUKANE NETWORK INTEGRATION","0080AB"
"JUSTSYSTEM CORPORATION","00809B"
"TECNETICS (PTY) LTD.","008089"
"TOSHIBA CORPORATION","000039 E83A97"
"COMPU-SHACK ELECTRONIC GMBH","0000CB"
"ADAPTEC INCORPORATED","0000D1"
"MICRO-MATIC RESEARCH","0000B6"
"TALARIS SYSTEMS, INC.","000066"
"NETRONIX","000014"
"MINIWARE TECHNOLOGY","000072"
"LOGIC MODELING CORPORATION","0000AB"
"IMC NETWORKS CORP.","000029"
"MICRONICS COMPUTER, INC.","0080CD"
"AMDAHL","008083"
"HYTEC ELECTRONICS LTD.","008003"
"KODIAK TECHNOLOGY","00801B"
"MICROWAVE BYPASS SYSTEMS","0080CC"
"THE DROID WORKS","080079"
"TSL COMMUNICATIONS LTD.","080077"
"MATRA (DSIE)","080071"
"SABER TECHNOLOGY CORP.","08005F"
"FOUR PHASE SYSTEMS","08005C"
"VTA TECHNOLOGIES INC.","08005B"
"SYSTEMS CONCEPTS","080058"
"DAISY SYSTEMS CORP.","080050"
"INSYSTEC","080052"
"SEQUENT COMPUTER SYSTEMS INC.","080047"
"CONCURRENT COMPUTER CORP.","080045"
"DAVID SYSTEMS INC.","080044"
"RACAL-MILGO INFORMATION SYS..","080041"
"BULL S.A.S.","080038"
"SCHLUMBERGER WELL SERVICES","08003C"
"FILENET CORPORATION","080034"
"BRITTON LEE INC.","08002C"
"MCDONNELL DOUGLAS COMPUTER SYS","0000B9"
"CHROMATICS INC","00002D"
"ADC CODENOLL TECHNOLOGY CORP.","00004A 0080DF"
"WESTERN DIGITAL CORPORATION","0000C0"
"APPLICON, INC.","000040"
"CS TELECOM","00005D"
"Tandem Computers","08008E"
"Seiko Instruments Inc.","080083"
"AES DATA INC.","080080"
"ROYAL MELBOURNE INST OF TECH","080030"
"Sitasys AG","080064"
"PerfTech, Inc.","08008A"
"AGFA CORPORATION","080066"
"TIARA/ 10NET","08001A"
"SONOMA SYSTEMS","080090"
"UNISYS CORPORATION","08000B"
"NATIONAL SEMICONDUCTOR","080017 1000E8"
"ICANN, IANA Department","00005E"
"Canberra Industries, Inc.","0000AF"
"MICROPROCESS","0000EC"
"MARLI S.A.","00009E"
"METIER MANAGEMENT SYSTEMS LTD.","000042"
"Cryptek Inc.","00008D"
"DCI CORPORATION","00004D"
"10NET COMMUNICATIONS/DCA","080024"
"APOLLO COMPUTER INC.","08001E"
"SYMBOLICS INC.","080005"
"LOCAMATION B.V.","0040D6"
"BOLT BERANEK AND NEWMAN INC.","080008"
"NCR CORPORATION","08000E"
"SysKonnect GmbH","00005A"
"ABB INDUSTRIAL SYSTEMS AB","000023"
"FORD AEROSPACE & COMM. CORP.","000045"
"HARRIS CORP COMPUTER SYS DIV","0000C3"
"UNISYS","00003D"
"Flexoptix GmbH","388602"
"DeLaval International AB","A48E0A"
"Valeo Schalter und Sensoren GmbH","8896F2"
"Airenetworks","0CCC26"
"Beijing RongZhi xinghua technology co., LTD","4CB0E8"
"Leadcore Technology CO.,LTD","D887D5"
"Allwinner Technology Co., Ltd","DC446D"
"Casio Hitachi Mobile Communications Co., Ltd.","001FC7"
"DATAVAN TC","000BCA"
"Neosfar","3C8970"
"Shenzhen Fenglian Technology Co., Ltd.","C43655 70AF6A A86B7C"
"LACROIX TRAFFIC S.A.U","0021FD"
"NANOWAVE Technologies Inc.","4CB44A"
"JAPAN RADIO CO., LTD.","70884D"
"Zentri Pty Ltd","4C55CC"
"Lumenpulse","C88722"
"Beijing E3Control Technology Co, LTD","E0CDFD"
"Green Electronics","08BE77"
"Unigen DataStorage Corporation","280C28"
"TAKAOKA TOKO CO.,LTD.","34543C"
"Tedipay UK Ltd","9046A2"
"Phison Electronics Corp.   ","6479A7"
"Advanced-Connectek Inc.","E85659"
"Vitec System Engineering Inc.","8801F2"
"Linear DMS Solutions Sdn. Bhd.","A082AC"
"Alpha  Technologies Inc.","002697"
"Green Wave Telecommunication SDN BHD","84E323"
"BRILLIANTTS CO., LTD","54D9E4"
"EDSLAB Technologies","00185C"
"OptoMET GmbH","E42F56"
"INTEK DIGITAL","001E25 30EB25"
"Acutvista Innovation Co., Ltd.","A0B662"
"Kingston Technology Company, Inc.","00C0F0 0026B7"
"Dangaard Telecom Denmark A/S","000C49"
"Automation Components, Inc","50DD4F"
"PayRange Inc.","7C79E8"
"WOORI ELEC Co.,Ltd","540593"
"Sicon srl","A067BE"
"Linn Products Ltd","00260F"
"29530","000761"
"Volta Networks","C02FF1"
"Appel Elektronik GmbH","4882F2"
"WI-BIZ srl","30C82A"
"AgLogica Holdings, Inc","0C8A87"
"Pioneer DJ Corporation","C83DFC"
"Scalys","6C9522"
"ON Semiconductor","60C0BF"
"MOBIWIRE MOBILES (NINGBO) CO.,LTD","E4FB8F B0350B E048D3"
"Transcend Information","7C3548"
"Amcrest Technologies","9C8ECD"
"SHENZHEN HOLATEK CO.,LTD","282536"
"UNIVERSAL DE DESARROLLOS ELECTR?NICOS, SA","90EED9"
"Inspur Group Co., Ltd.","043110"
"SenseAnywhere","00215B"
"Sanford LP","F85A00"
"BULAT LLC","D8E0B8"
"POSDATA","00157D"
"XStreamHD","00182E"
"Revolution Display","58986F"
"Mach Power, Rappresentanze Internazionali s.r.l.","28AC67"
"Ecoliv Technology ( Shenzhen ) Ltd.","DC1A01"
"Xiamen Intretech Inc.","A40DBC"
"Nagravision SA","EC8EAE"
"Brookhuis Applied Technologies BV","001A21"
"PernixData","1C330E"
"Snuza International Pty. Ltd.","44D6E1"
"SEOJUN ELECTRIC","38F7B2"
"ShenZhen Ultra Easy Technology CO.,LTD","7802B7"
"EZELINK TELECOM","6C71BD"
"N-Radio Technologies Co., Ltd.","FC83C6"
"Vivalnk","B4E782"
"Bluegiga Technologies OY","886B0F 000780"
"PROCENTEC","9CB206"
"SHENZHEN PROGRESS&WIN TECHNOLOGY CO.,LTD","1C40E8"
"YEALINK(XIAMEN) NETWORK TECHNOLOGY CO.,LTD.","805EC0"
"Telit Wireless Solutions GmbH","008025"
"Kinpo Electronics, Inc.","0001E1 DCD255"
"Beijing Haitai Fangyuan High Technology Co,.Ltd.","C8662C"
"Shenzhen Wei Da Intelligent Technology Go.,Ltd","CC8CDA"
"Jiangsu Toppower Automotive Electronics Co., Ltd","D436DB"
"Zhongshan Readboy Electronics Co.,Ltd","64A68F"
"CONELCOM GmbH","50D753"
"MITAC COMPUTING TECHNOLOGY CORPORATION","4C38D5"
"Fujikura Solutions Ltd.","000BA1"
"JCT Healthcare","AC587B"
"Wachendorff Automation GmbH & Co KG ","D490E0"
"AMADA MIYACHI Co., Ltd","0060D5"
"SHENZHEN LIOWN ELECTRONICS CO.,LTD.","683563"
"Ubiquam Co., Ltd.","001639"
"Unicoi Systems","183919"
"SISNET CO., LTD","90A46A"
"OWIN Inc.","38F8CA"
"Nuki Home Solutions GmbH","54D272"
"Guangzhou Juan Optical and Electronical Tech Joint Stock Co., Ltd","9CA3A9"
"8BITDO TECHNOLOGY HK LIMITED","E417D8"
"XIAOMI Electronics,CO.,LTD","286C07 34CE00 7811DC 50642B"
"PLC Technology Ltd","9CD332"
"ID Tech","782079"
"Micromedia AG","98234E"
"Befs co,. ltd","E80036"
"White Sky Inc. Limited","24590B"
"Domino UK Ltd","10C60C"
"Ingenieurbuero Stahlkopf","3842A6"
"Diamanti","E866C4"
"Magicard Ltd","001628"
"CENTRAL ENGINEERING co.,ltd.","A04E01"
"NCSE","245CBF"
"ShenZhen IDWELL Technology CO.,Ltd","84CD62"
"Merten GmbH&CoKG","001A39"
"SENTRY Co., LTD.","007B18"
"Siemens","20A8B9"
"BCTech","C81B5C"
"SF Technology Co.,Ltd","20719E"
"Uniwell Corporation","000FC2"
"Shanghai Joindata Technology Co.,Ltd.","A4E6B1"
"ShenZhen Figigantic Electronic Co.,Ltd","B4B384"
"MSF-Vathauer Antriebstechnik GmbH & Co KG ","A8A5E2"
"CoreOS","B47447"
"SHENZHEN ALONG INVESTMENT CO.,LTD","CCA219"
"Bostex Technology Co., LTD","94A04E"
"Oregano Systems - Design & Consulting GmbH","8CA5A1"
"unGlue, Inc","90505A"
"Tzukuri Pty Ltd","60D262"
"Becon Technologies Co,.Ltd.","1CB857"
"Weber-Stephen Products LLC","70918F"
"Telechips, Inc.","3C7F6F"
"Sow Cheng Technology Co. Ltd.","C87324"
"SOVICO","88C3B3"
"Molex Canada Ltd","005016"
"SonicSensory,Inc.","A084CB"
"HAN Networks Co., Ltd","34E70B"
"Night Owl SP","542B57"
"Targa Systems Div L-3 Communications","00111B"
"Hon Hai Precision Ind. Co., Ltd.","702084 F4939F"
"Ubiqam","F42B48"
"Fujitsu Services Ltd","00108C"
"MEKRA Lang GmbH & Co. KG","98D3D2"
"YOUNGZONE CULTURE (SHANGHAI) CORP","F4DC41"
"GuangZhou CREATOR Technology Co.,Ltd.(CHINA)","9800C1"
"StreamUnlimited Engineering GmbH","501E2D"
"Shenzhen Kezhonglong Optoelectronic Technology Co.,Ltd","88E628"
"Ventia Utility Services","C4D197"
"H. Schom?cker GmbH","58821D"
"Calix Inc.","CCBE59 EC4F82 000631"
"NAGANO KEIKI CO., LTD.","0827CE"
"SPG Controls","00D318"
"Hotway Technology Corporation","00143F"
"A2UICT Co.,Ltd.","F8BE0D"
"Edifier International","5CC6E9"
"Helmholz GmbH & Co. KG","24EA40"
"Becton, Dickinson  and Company","9CC8AE"
"OpenRTLS Group","046E02"
"Guntermann & Drunck GmbH","000FF4"
"Shanghai IUV Software Development Co. Ltd","20F452"
"TOSHIBA MITSUBISHI-ELECTRIC INDUSTRIAL SYSTEMS CORPORATION","986DC8"
"Valmet Automation","0040AA"
"Fibergate Inc.","982DBA"
"IEEE 802.1 Working Group","0080C2"
"BSH Hausger?te GmbH","68A40E"
"profichip GmbH","847933"
"Connected Home","447F77"
"Pepxim International Limited","D8F1F0"
"Proximus","54D751"
"Innocent Technology Co., Ltd.","506E92"
"Sony Video & Sound Products Inc.","6CB227"
"VIDEOR E. Hartig GmbH","60271C"
"Solidwintech","F81D90"
"Logitech","C8DB26 4473D6"
"ADC Corporation","EC42B4"
"Essential Products, Inc.","10CDB6"
"Chengdu Goods for the Road Electronic Technology C","6CF9D2"
"Amatis Controls","88A3CC"
"Layer3TV, Inc","404229"
"Shenzhen Hoin Internet Technology Co., Ltd","B090D4"
"CYPRESS SEMICONDUCTOR","00A050"
"Cara Systems","103034"
"SynTrust Tech International Ltd. ","24A534"
"Cyclotronics Power Concepts, Inc","08A8A1"
"Velankani Electronics Pvt. Ltd.","887A31"
"Novatel Wireless Solutions, Inc.","0015FF 2880A2"
"Indyme Solutions, LLC","788C4D"
"Marketech International Corp.","0CB459"
"Actlas Inc.","44EA4B"
"NUVICO","5C6984"
"JTI Co.,Ltd.","30053F"
"FICHET SECURITE ELECTRONIQUE","0050B5"
"seca gmbh & co. kg","28A6AC"
"Philips Lifeline","24C42F"
"Beijing Sinead Technology Co., Ltd. ","80615F"
"Utility, Inc","0009BC 0016ED"
"Schneider Electric Fire & Security Oy","74F661"
"YOKOTE SEIKO CO., LTD.","8CD2E9"
"Onface","74F91A"
"Xiamen Hanin Electronic Technology Co., Ltd","6CC147"
"VSOONTECH ELECTRONICS CO., LIMITED","8CFEB4"
"UNINET Co.,Ltd.","74373B"
"Somfy-Protect By Myfox SAS","0076B1"
"Shenzhen Bus-Lan Technology Co., Ltd.","D0666D"
"mirusystems CO.,LTD","10FCB6"
"DME Micro","0C5842"
"7INOVA TECHNOLOGY LIMITED","04848A"
"Shenzhen One-Nine Intelligent Electronic Science and Technology Co., Ltd","3CC079"
"Asia Vital Components Co.,Ltd.","746EE4"
"SM Optics S.r.l.","043A0D"
"Swelaser AB","0054BD"
"Lily Robotics","3C6716"
"Ignition Design Labs","0078CD"
"Blue Calypso, Inc.","2CFD37"
"SOMO HOLDINGS & TECH. CO.,LTD.","3CDD89"
"Standar Telecom","788B77"
"Crouzet Automatismes","84ACFB"
"Tembo Systems, Inc.","34BA75"
"SEOUL ELECTRONICS&TELECOM","9486CD"
"OMX Technology - FZE","94ABDE"
"Fengfan (BeiJing) Technology Co., Ltd. ","B0F1A3"
"Shenzhen Tencent Computer System Co., Ltd.","20906F 1C7839"
"razberi technologies","246081"
"Logistic Service & Engineering Co.,Ltd","1C6E4C"
"Wuxi Zhanrui Electronic Technology Co.,LTD","707938"
"AUTH-SERVERS, LLC","646A74"
"LM Technologies Ltd","34C9F0"
"Feit Electric Company, Inc.","E034E4"
"Axiim","98E848"
"VIVATEL COMPANY LIMITED","A0F9E0"
"TSUZUKI DENKI","F8C372"
"Inficomm Co., Ltd","A4CC32"
"Pax AB","582BDB"
"T&W Electronics Company","D00F6D"
"Baicells Technologies Co.,LTD","48BF74"
"JOLATA, INC.","38F557"
"Beijing Spirit Technology Development Co., Ltd.","280E8B"
"Nanjing Cocomm electronics co., LTD","DC9A8E"
"Home Skinovations","C4EF70"
"Trace Live Network","B813E9"
"ICARVISIONS (SHENZHEN) TECHNOLOGY CO., LTD.","746F19"
"Wuxi iData Technology Company Ltd.","7C7176"
"Wuxi Hongda Science and Technology Co.,LTD","988744"
"Leonton Technologies","9C8DD3"
"YUKAI Engineering","246C8A"
"RF elements s.r.o.","A43831"
"Liverock technologies,INC","10CC1B"
"ROLI Ltd.","48B620"
"Midea Group Co., Ltd.","382187"
"IDT, INC.","A87285"
"Real Vision Technology Co.,Ltd.","AC1FD7"
"Oasis Media Systems LLC","C8A2CE"
"QLove Mobile Intelligence Information Technology (W.H.) Co. Ltd.","A4DEC9"
"Formlabs","380AAB"
"SPON Communication Technology Co.,Ltd","F41535"
"ZPE Systems, Inc.","E41A2C"
"Shenzhen Meione Technology CO., LTD","A815D6"
"Ducere Technologies Pvt. Ltd.","D09380"
"Perples","84A788"
"DSPWorks","041E7A"
"Shenzhen Aisat Electronic Co., Ltd.","4CC681"
"Valve Corporation","E0319E"
"Shanghai Artimen Technology Co., Ltd.","E4A32F"
"Liuhe Intelligence Technology Ltd.","5045F7"
"Codex Digital Limited","20F510"
"Jiangsu SEUIC Technology Co.,Ltd","788E33"
"Moduel AB","340CED"
"WAFA TECHNOLOGIES CO., LTD.","F02624"
"Rawe Electonic GmbH","F8F464"
"ShenZhen Topstar Technology Company","F4672D"
"ECO PLUGS ENTERPRISE CO., LTD","382B78"
"Fujian Beifeng Telecom Technology Co., Ltd.","BCEB5F"
"Chengdu XGimi Technology Co.,Ltd","800B51"
"Absolute Acoustics","1CC586"
"Shanghai Mobiletek Communication Ltd.","24B0A9"
"Dongguan Aoyuan Electronics Technology Co., Ltd","54E2C8"
"Posh Mobile Limited","20D75A"
"FirmTek, LLC","88D37B"
"Shenzhen ATUE Technology Co., Ltd","10AF78"
"Lanbowan Technology Ltd.","B0966C"
"Rivet Networks","9CB6D0"
"Actions Microelectronics Co., Ltd","D0C0BF"
"Hi-P Electronics Pte Ltd","E04B45"
"Antex Electronic Corp.","6C4598"
"Wyler AG","C8458F"
"Motus Global Inc.","FC9AFA"
"Array Networks","FCE1FB"
"TOKYO COSMOS ELECTRIC CO.,LTD.","14157C"
"Modcam AB","6CE01E"
"Starcor Beijing Co.,Limited","E8F2E3"
"DATTUS Inc","D048F3"
"PT Inova??o e Sistemas SA","CC19A8"
"Zappware","6C4418"
"Aidon Oy","44962B"
"Shanghai Kaixiang Info Tech LTD","D4D7A9"
"BobjGear LLC","185D9A"
"Shenzhen Atsmart Technology Co.,Ltd.","884157"
"MICRODIGTAL Inc","747336"
"B&B EXPORTING LIMITED","6C2E72"
"CELOT Wireless Co., Ltd","FC3288"
"HONGKONG RAGENTEK COMMUNICATION TECHNOLOGY CO.,LIMITED","BCB308"
"Razer Inc","445ECD"
"Todaair Electronic Co., Ltd","749637"
"HDSN","2031EB"
"Virtual Electric Inc","ACCAAB"
"Hangzhou Tuners Electronics Co., Ltd","241B44"
"Nanjing Jiahao Technology Co., Ltd.","90C35F"
"NetComm Wireless Limited","18F145"
"Baikal Electronics JSC","4CA515"
"JULONG CO,.LTD.","9CE230"
"Quectel Wireless Solution Co.,Ltd.","34873D"
"Beward R&D Co., Ltd.","186882"
"amazipoint technology Ltd.","344CA4"
"SHEN ZHEN SHI JIN HUA TAI ELECTRONICS CO.,LTD","A8F038"
"Vizmonet Pte Ltd","74E277"
"Mobile Create Co.,Ltd.","10A659"
"QSC AG","58856E"
"Socionext Inc.","FCAFAC"
"NZXT Corp. Ltd.","F8C397"
"Gehirn Inc.","5C3B35"
"SYNTECH (HK) TECHNOLOGY LIMITED","5CF7C3"
"XINHUA CONTROL ENGINEERING CO.,LTD","3CC2E1"
"Metamako","7C534A"
"RWE Effizienz GmbH","9C3066"
"PT. Callysta Multi Engineering","FCA22A"
"Shanghai Net Miles Fiber Optics Technology Co., LTD.","247656"
"JMR Electronics, Inc","A0ADA1"
"HUIZHOU QIAOXING ELECTRONICS TECHNOLOGY CO., LTD.","601970"
"Hangzhou Silan Microelectronic Inc","887033"
"Shenzhen Sowell Technology Co., LTD","CCA4AF"
"Metrascale Inc.","84F129"
"Visionscape Co,. Ltd.","2028BC"
"SPS, INC.","B8F080"
"Vachen Co.,Ltd","7858F3"
"G-Wearables Corp.","FCDC4A"
"SENOR TECH CO LTD","F42C56"
"Egardia","50502A"
"Xirrus, Inc.","48C093"
"ClearSky Data","3C1A0F"
"Shenzhen Wintop Photoelectric Technology Co., Ltd","DCE1AD"
"Alinket Electronic Technology Co., Ltd","900CB4"
"Cheering Connection Co. Ltd.","883B8B"
"GPI KOREA INC.","94D417"
"TECSEN","70DA9C"
"Mooredoll Inc.","6CF5E8"
"Cheerzing Communication(Xiamen)Technology Co.,Ltd","70FF5C"
"Bitel Co., Ltd.","08115E"
"HongKong Ipro Technology Co., Limited","0881BC"
"Keysight Technologies, Inc.","800902"
"CETORY.TV Company Limited","6872DC"
"Shenzhen Yoostar Technology Co., Ltd","0499E6"
"Shenzhen Coship Electronics Co., Ltd","94BF95"
"CONWIN.Tech. Ltd","FC9FE1"
"BYD Precision Manufacture Co.,Ltd","90203A"
"Foxtel Management Pty Ltd","A81B5D"
"TrendPoint Systems","B8BD79"
"NASCENT Technology, LLC - RemKon","2C010B"
"LinkedHope Intelligent Technologies Co., Ltd","D4EC86"
"deister electronic GmbH","54098D"
"Shanghai High-Flying Electronics Technology Co., Ltd","F0FE6B"
"ESA Elektroschaltanlagen Grimma GmbH","3CAE69"
"WOO Sports","00F3DB"
"Ultimaker B.V.","CCBDD3"
"NANJING IOT SENSOR TECHNOLOGY CO,LTD","50294D"
"SPRINGWAVE Co., Ltd","0CCFD1"
"eta plus electronic gmbh","187117"
"Satelco AG","7CB177"
"UCI Corporation Co.,Ltd.","8C5D60"
"Jiangsu Huitong Group Co.,Ltd.","08EB29"
"Discovery Insure","E48C0F"
"SONAR INDUSTRIAL CO., LTD.","587FB7"
"SHENZHEN FUZHI SOFTWARE TECHNOLOGY CO.,LTD","E42354"
"Lenovo (Beijing) Limited.","207693"
"SKF GmbH","C4BD6A"
"Shenzhen Doov Technology Co.,Ltd","14488B"
"The Sapling Company","603696"
"Mopria Alliance","54FFCF"
"SKS Welding Systems GmbH","BCBC46"
"Wyconn","A8D88A"
"Netzin Technology Corporation,.Ltd.","00E6E8"
"Chengdu Phycom Tech Co., Ltd.","64B21D"
"Actility","F03D29"
"Cathay Communication Co.,Ltd","849681"
"Shanghai Jing Ren Electronic Technology Co., Ltd.","40C62A"
"Yunnan Ideal Information&Technology.,Ltd","F4D032"
"THINKING TECHNOLOGY CO.,LTD","44A6E5"
"Digicom Futuristic Technologies Ltd.","A8329A"
"DEXON Systems Ltd.","B40AC6"
"Allis Communications","5CB8CB"
"Luminate Wireless","E85D6B"
"HiteVision Digital Media Technology Co.,Ltd.","8C3357"
"SEMOCON Co., Ltd","F4D261"
"Shenzhen Pulier Tech CO.,Ltd","D05AF1"
"Pointer Telocation Ltd","481A84"
"Apacer Technology Inc.","DC663A"
"Avizia","B009D3"
"iKey, Ltd.","3CAA3F"
"Fanvil Technology Co., Ltd.","0C383E"
"Abloomy","60CDA9"
"Smartisan Technology Co., Ltd.","B40B44"
"Telegrafia a.s.","A0FC6E"
"Qihoo  360  Technology Co.,Ltd","D0FA1D"
"scemtec Hard- und Software fuer Mess- und Steuerungstechnik GmbH","046785"
"BME CORPORATION","FC6DC0"
"Zhejiang Wellcom Technology Co.,Ltd.","300D2A"
"SiboTech Automation Co., Ltd.","64EAC5"
"ADVAN","5C1515"
"Chengdu TD Tech Ltd.","D0A0D6"
"Shanghai Xinyou Information Technology Ltd. Co.","8CBF9D"
"Aristocrat Technologies Australia Pty. Ltd.","78D66F"
"Volacomm Co., Ltd","209AE9"
"Wytek","345D10"
"Compass Technologies Inc.","58E326"
"BlueN","C44E1F"
"AIFA TECHNOLOGY CORP.","CCA614"
"Chloride S.r.L","B0869E"
"R&amp;M AG","344F5C"
"LTi REEnergy GmbH","A46CC1"
"E-LEAD ELECTRONIC CO., LTD","90DB46"
"Akenori PTE Ltd","D42F23"
"Siemens AG - Industrial Automation - EWA","286336"
"Vapor Stone Rail Systems","38F098"
"Arista Corp","400107"
